rating,review,place,date,des
5,Must buy!,Certified Buyer,5 months ago,excellent led tv but screen mirroring time 1-2 minit
5,Highly recommended,Bokaro Steel City,5 months ago,good product.and good survice
5,Perfect product!,Aurangabad,5 months ago,looks cool on wall...great deal
4,Worth the money,Nadia District,5 months ago,I'M very happy with this product.Thank you Flipkart.......😎
5,Terrific purchase,Certified Buyer,5 months ago,awesome product
4,Good quality product,Jammu,5 months ago,it very nice TV good condition valuable for money. pictures quality good .sounds effectively nice. can the the mi tv in flipkart it great delvery it on time it amazing
4,Delightful,Nellore,5 months ago,looking so good
5,Wonderful,Kanpur,5 months ago,love this TV. Value for money.
1,Not recommended at all,Visakhapatnam,5 months ago,sound quality is poor,  picture quality is avge
4,Good quality product,Nathdwara,5 months ago,good product with great price 👌🤘🔥🔥🔥
5,Awesome,Jeypur,5 months ago,Nice
5,Classy product,Morbi District,5 months ago,Excellent
5,Highly recommended,Visakhapatnam,5 months ago,best in quality and price , go for it.
5,Wonderful,Krishna District,5 months ago,super
4,Really Nice,Hyderabad,5 months ago,Not a full android.
5,Awesome,Kozhikode District,5 months ago,Good product, nice picture quality..Fast shipping..Installation delayed
5,Must buy!,Jammu,5 months ago,awesome t.v.....value for Money....
5,Mind-blowing purchase,Bengaluru,5 months ago,super
5,Great product,Morbi,5 months ago,awesome product and good installation service.....
5,Great product,New Delhi,5 months ago,Installation was so good.. Person is highly professional... He made me understand all the features of led.. Mr. Kuldeep yadav.. All the best for bright future.. Great human being.. Thank alot kuldeep
5,Must buy!,Haveri,5 months ago,superb
5,Super!,Junagadh,5 months ago,amazing product by Xiaomi....
5,Fabulous!,Madhurawada,5 months ago,good
5,Terrific purchase,Chakan,5 months ago,superb product.... and flipkart service was excellent.. instalation within 1 day... good..
5,Just wow!,Bangarapet,5 months ago,Worth for the price, easy to access to the apps, Netflix is not available but latest Android version... good n easy to access through phone..
5,Worth every penny,Gudur,5 months ago,super  mi tv
5,Simply awesome,Navi Mumbai,5 months ago,smart TV with better price
5,Excellent,Gurugram,5 months ago,gajabvery good
3,Fair,Baramati,5 months ago,Display quality is worst .Brightness issue.Don't Buy
5,Best in the market!,Ranebennur,5 months ago,One of the best LED Tv
5,Awesome,Nawada,5 months ago,supppperrrrrr tvvvvvv i Love it so much picture quality is so good
5,Mind-blowing purchase,Certified Buyer,5 months ago,lovely product mi best
5,Worth every penny,Sunabeda,5 months ago,Installation on the same day as soon as the product arrived. Thanks flipkart.
5,Worth every penny,Pune,5 months ago,very nice product from MI must buy this tv
5,Perfect product!,Palakkad,5 months ago,Overall value for money deal
5,Classy product,Warangal,5 months ago,EXCELLENT tv
5,Super!,Lakhisarai,5 months ago,overall good product.user friendly ..because TV is comfortably operated by my parents.they are more than 60 years old.
5,Fabulous!,Bengaluru,5 months ago,Nice product...
5,Mind-blowing purchase,Pune,5 months ago,Worth it
4,Pretty good,Hyderabad,5 months ago,It is good product in low price
5,Just wow!,Nagercoil,5 months ago,Best
4,Very Good,Gwalior,5 months ago,a very good product from Mi at this cost
4,Very Good,Bengaluru,5 months ago,not coming demo instalisation person
5,Just wow!,Dahanu,5 months ago,wonderful tv awesome thnxx Flipkart
4,Very Good,Parbhani,5 months ago,Good tv as in good price with all good features... Jst one thing u cant project your any android phone witv tv easily...
5,Mind-blowing purchase,Bhubaneswar,5 months ago,Nice one
5,Nice,Gajraula,5 months ago,Good
5,Perfect product!,Rohtak,5 months ago,Good
3,Just okay,Kendrapara District,5 months ago,awesome
5,Worth every penny,Solapur,5 months ago,Best
4,Really Nice,Secunderabad,5 months ago,Android is good.. but the thing we can't run our mobile in the tv.. earlier that option is there.. but now they have removed and updated into android
5,Wonderful,Siliguri,5 months ago,Good product
5,Perfect product!,Visakhapatnam,5 months ago,the TV was awesome and also suggest the mi TV for all who buy the tvs
5,Must buy!,Bengaluru,5 months ago,wonderful!!
1,Useless product,Coimbatore,5 months ago,tv has color shades ie yellowish in one corner .. Kevin tv which is part below mi s display is actually better
5,Terrific purchase,Deoria,5 months ago,good MI led TV 43
5,Terrific purchase,Hajipur,5 months ago,very good  l  am happy.
5,Mind-blowing purchase,Godhara,5 months ago,Awesome . .
5,Awesome,Ahmedabad,5 months ago,approaching 3 months itself fabulous value of money
4,Pretty good,Visakhapatnam,5 months ago,Good
5,Great product,Ghaziabad,5 months ago,Good product
5,Just wow!,Lucknow,5 months ago,Good Product, you can purchase without any issue. It has Very Nice display, Sound and Good Clarity.
5,Brilliant,Pandavapura,5 months ago,good tv
4,Pretty good,Rajgurunagar Khed,5 months ago,nice product
4,Really Nice,East Godavari District,5 months ago,performance very good....... H.D.performance really wonderful.....
4,Very Good,Agra,5 months ago,Superb TV👌
5,Brilliant,Tirupati,5 months ago,Excellent tv value for money
5,Terrific purchase,Kalol Panch Mahals District,5 months ago,Fantastisch tv very nice
5,Mind-blowing purchase,Gurugram,5 months ago,Excellent product
4,Really Nice,Puducherry,5 months ago,Nice
2,Not good,Mumbai,5 months ago,Remote not working at all
5,Super!,Karnal,5 months ago,very nice product good manufacturing. no company can give these fiture in this price . value for money .
5,Super!,Patiala,5 months ago,wonderful tv and value for money
4,Good choice,Chennai,5 months ago,Worth Buying
4,Very Good,Alipurduar,5 months ago,nice tv but installation is so poor
4,Wonderful,Hyderabad,5 months ago,Just go for it
5,Mind-blowing purchase,Gurgaon,5 months ago,value for money
4,Value-for-money,Shahdol,5 months ago,Gud value for money..
5,Wonderful,Mehna,5 months ago,Awesome .....Am very much satisfied with the product
5,Brilliant,Alappuzha,5 months ago,Excellent product value for money.
3,Nice,Vellore District,5 months ago,Sound & bass I'll be less than the expectations , picture quality is ok ,remote is small & less options , quality of remote & switches are average only
1,Don't waste your money,Berhampur,5 months ago,Don't like
4,Delightful,Allahabad,5 months ago,i read many review for this tv many customer said it have a brightness problemm but i have not gat any brightness issue. no connectivity problem i cast youtube, hotstar  and see full ipl match but i have not face any issues. picture quality not very good but not bad. especially i clear that not only HD channels is showing good picture quality also sd channel is showing also too good. so i think this is a good choice in this range. Android 8.1 working too good jio tv also wondering on it.aft...
3,Good,Osmanabad,5 months ago,Picture quality of HD channels is good but other channel's quality is very very poor.Utterly disappointed. Besides this all other things are satisfactory
5,Perfect product!,Badkulla,5 months ago,TV install not done
5,Just wow!,Pune,5 months ago,very good product
5,Awesome,Gorakhpur,5 months ago,Good excellent very good product and nice
5,Perfect product,Kottayam,5 months ago,VFM That is it nothing more nothing less the pro version has cleared many of its downsides my only suggestion is that sound quality could have beeen better. android os and mi patchwall work side by side latest update has brought Netflix. There is no lag of sound if there is any lag it is because of set top box configuration . I had to tweak set top box for one hour to get sound of all channels.
4,Pretty good,Bilaspur District,5 months ago,nice tv valve for money
5,Great product,Bhandara,5 months ago,service is too good very satisfy wid instalation team. and service is too good. very satisfied with service.
5,Great product,Nirmal,5 months ago,Extremely well
4,Worth the money,Fazilka,5 months ago,nice
1,Not recommended at all,New Delhi,5 months ago,Pathetic exchange policy..they decalred a working TV unfit. challenge..a line in TV source mode is by default in Sony Bravia TV to highlight the text..
4,Worth the money,Murshidabad District,5 months ago,Nice Tv
5,Worth every penny,Sattenapalle,5 months ago,Good product
3,Nice,Pune,5 months ago,Just ok.Cant connect Card reader to the TV.Cant connect mobile device to the TV.Overall ok
4,Worth the money,North Twenty Four Parganas District,5 months ago,unbelievable TV on low prices
5,Perfect product!,Guntur,5 months ago,you will love this.
5,Simply awesome,Bengaluru,5 months ago,the best TV with all in one feature
5,Excellent,Mysore,5 months ago,Nice Mi easy to access good smart TV 😍
5,Awesome,Mumbai,5 months ago,One of the best tv we bought . Amazing features . Default channels and google android . Sound quality is good . Screen quality and resolution is good
5,Fabulous!,Kottarakkara,5 months ago,good product
4,Good quality product,Pune,5 months ago,Installation taken 4 days due to wall mounting bracket not available so finally have to purchase on my own for installation. Rest all is great . Good performance
5,Awesome,Shamli,5 months ago,good product
3,Good,Sri Potti Sriramulu Nellore District,5 months ago,good
5,Wonderful,Talala,5 months ago,overall good quality picture and sound with this rate.
5,Simply awesome,Chennai,5 months ago,Value for money
5,Classy product,East Godavari District,5 months ago,excellent product
4,Value-for-money,Bengaluru,5 months ago,Good
5,Simply awesome,Amravati,5 months ago,Nice Tv . Worth to buy .Only issue is that it takes few seconds to start .N every time u hv to give the source like av. Hdmi usb or net .Bt overall its awesome
5,Brilliant,Tinsukia,5 months ago,good Product 👌
5,Awesome,Alur,5 months ago,Best product and pic clarity super.
5,Must buy!,Bengaluru,5 months ago,I didn't see such a beautiful TV till now I liked it
5,Highly recommended,Ernakulam,5 months ago,Nice TV at this price range. Picture quality and sound quality good after setting as per Tech  Singh videos
